,Frekuensi,Z-M1,Fase,Kategori
4193,95000,3002.254,22.687,diabetes
4194,9000,4497.216,1.627,Sehat
4195,7500,4050.733,-2.338,prediabet
4196,4500,3872.235,-4.339,prediabet
4197,80000,4296.225,27.045,Sehat
4198,70000,4053.011,19.851,prediabet
4199,45000,3577.826,1.013,diabetes
4200,450,3745.515,-5.554,diabetes
4201,7500,3691.168,-9.286,diabetes
4202,200,4477.876,9.088,prediabet
4203,95000,3564.4,23.873,diabetes
4204,50000,3343.139,4.341,diabetes
4205,45000,4029.913,9.087,prediabet
4206,700,4190.869,-0.539,prediabet
4207,1500,4035.202,-3.202,prediabet
4208,45000,4411.249,11.618,Sehat
4209,2500,3409.568,-9.356,diabetes
4210,2000,3931.825,-3.819,prediabet
4211,2500,3262.723,-10.636,diabetes
4212,900,3376.863,-9.506,diabetes
4213,150,4210.892,6.766,diabetes
4214,150,5945.106,19.626,Sehat
4215,4500,3999.445,-2.502,prediabet
4216,400,5099.284,8.18,Sehat
4217,500,4161.524,0.677,prediabet
4218,25000,3383.473,-5.601,diabetes
4219,2500,3564.066,-9.449,diabetes
4220,6000,3271.906,-10.816,diabetes
4221,65000,3999.445,17.662,prediabet
4222,4000,4252.573,-2.868,prediabet
4223,80000,3826.791,22.821,prediabet
4224,550,4931.543,6.064,Sehat
4225,2500,4009.951,-2.356,prediabet
4226,650,4081.209,-1.55,prediabet
4227,35000,3273.133,-3.1,diabetes
4228,65000,4354.989,20.44,Sehat
4229,3500,3428.509,-10.39,diabetes
4230,90000,3557.77,26.621,prediabet
4231,55000,4379.13,15.997,Sehat
4232,10000,3662.619,-10.126,diabetes
4233,60000,3655.42,13.793,prediabet
4234,90000,3287.578,22.732,diabetes
4235,30000,4446.104,6.004,Sehat
4236,95000,3419.846,22.91,diabetes
4237,20000,3598.333,-6.435,diabetes
4238,600,3827.104,-7.056,diabetes
4239,550,4926.925,6.027,Sehat
4240,650,4104.601,-1.513,prediabet
4241,500,4154.511,-0.397,prediabet
4242,100,4802.502,18.697,prediabet
4243,350,4330.576,3.14,prediabet
4244,65000,2850.094,10.824,diabetes
4245,100,4319.23,12.516,diabetes
4246,45000,3085.235,0.79,diabetes
4247,25000,4063.277,1.312,prediabet
4248,2500,4133.158,-2.52,prediabet
4249,700,3725.61,-6.344,diabetes
4250,5500,3592.606,-10.559,diabetes
4251,90000,3243.178,21.836,diabetes
4252,95000,3811.762,31.123,prediabet
4253,8500,3966.606,-2.376,prediabet
4254,1000,4085.8,-2.652,prediabet
4255,200,3968.836,0.878,diabetes
4256,400,3951.028,1.184,prediabet
4257,5500,4496.795,1.337,Sehat
4258,700,3691.86,-7.755,diabetes
4259,450,5032.834,7.327,Sehat
4260,60000,3932.562,14.144,prediabet
4261,500,4221.609,0.795,prediabet
4262,6000,4514.948,1.54,Sehat
4263,30000,4008.449,3.077,prediabet
4264,100,6428.285,25.047,Sehat
4265,250,4008.776,-0.334,diabetes
4266,500,4183.416,0.731,prediabet
4267,350,3787.909,-5.074,diabetes
4268,850,3611.844,-7.068,diabetes
4269,2000,4218.841,-2.412,prediabet
4270,950,3691.212,-7.355,diabetes
4271,100000,3906.123,32.935,prediabet
4272,750,4163.864,-0.807,prediabet
4273,80000,3520.961,18.284,diabetes
4274,5500,3935.879,-3.94,prediabet
4275,60000,2863.744,8.724,diabetes
4276,700,3908.685,-6.746,diabetes
4277,95000,4284.568,34.023,Sehat
4278,950,3375.914,-9.632,diabetes
4279,150,4388.576,14.409,prediabet
4280,35000,4434.04,7.745,Sehat
4281,25000,4463.634,4.54,Sehat
4282,60000,4355.805,18.175,Sehat
4283,6000,4504.385,1.284,Sehat
4284,9500,3707.458,-9.077,diabetes
4285,3000,3625.065,-7.962,diabetes
4286,300,5288.067,11.026,Sehat
4287,400,3788.928,-4.459,diabetes
4288,95000,3612.52,24.924,diabetes
4289,100000,3291.276,27.044,diabetes
4290,7000,4123.874,-2.388,prediabet
4291,4500,3055.281,-9.44,diabetes
4292,950,4245.407,-1.522,prediabet
4293,65000,4352.134,20.424,Sehat
4294,650,3700.864,-7.458,diabetes
4295,9500,3492.99,-9.115,diabetes
4296,15000,3811.405,-5.075,diabetes
4297,4000,4172.455,-2.97,prediabet
4298,200,5647.567,15.782,Sehat
4299,800,4810.157,4.217,Sehat
4300,10000,3725.261,-5.347,prediabet
4301,65000,3368.016,11.827,diabetes
4302,4000,4025.385,-3.706,prediabet
4303,1500,4010.703,-2.162,prediabet
4304,4500,4135.87,-2.518,prediabet
4305,1500,4062.896,-2.865,prediabet
4306,60000,3528.844,8.703,diabetes
4307,20000,3335.982,-8.119,diabetes
4308,900,4171.283,-1.263,prediabet
4309,850,4108.448,-1.275,prediabet
4310,9500,4479.554,1.753,Sehat
4311,45000,3937.355,9.065,prediabet
4312,3500,3993.08,-2.56,prediabet
4313,600,4100.373,-1.218,prediabet
4314,550,3713.02,-6.715,diabetes
4315,6500,3277.122,-10.911,diabetes
4316,200,3973.673,3.631,diabetes
4317,6000,3698.438,-9.704,diabetes
4318,40000,3902.465,5.483,prediabet
4319,700,4109.603,-0.755,prediabet
4320,4500,3884.954,-4.517,prediabet
4321,7500,4489.638,1.614,Sehat
4322,800,4179.89,-1.244,prediabet
4323,75000,3827.508,21.391,prediabet
4324,70000,3432.003,12.902,diabetes
4325,50000,4059.472,11.065,prediabet
4326,3000,3556.061,-9.361,diabetes
4327,1500,4045.802,-3.117,prediabet
4328,600,3841.519,-6.432,diabetes
4329,5500,3987.099,-2.265,prediabet
4330,7500,3831.814,-8.922,diabetes
4331,40000,3450.704,-0.035,diabetes
4332,40000,3286.654,-1.064,diabetes
4333,3000,3698.136,-10.582,diabetes
4334,25000,3786.489,0.059,prediabet
4335,10000,4476.198,1.807,Sehat
4336,40000,4036.337,6.865,prediabet
4337,2500,4035.581,-2.444,prediabet
4338,250,4430.717,6.429,prediabet
4339,450,3743.059,-5.354,diabetes
4340,10000,3697.745,-8.885,diabetes
4341,850,4144.403,-1.067,prediabet
4342,600,3624.682,-6.93,diabetes
4343,7000,3650.286,-10.603,diabetes
4344,100,6418.055,25.233,Sehat
4345,30000,3906.489,3.151,prediabet
4346,35000,3516.633,-1.869,diabetes
4347,65000,3526.243,9.859,diabetes
4348,5000,3870.059,-4.205,prediabet
4349,650,4195.584,-0.36,prediabet
4350,8000,3727.705,-7.626,diabetes
4351,700,3408.97,-8.799,diabetes
4352,850,4073.569,-1.248,prediabet
4353,10000,4050.733,-1.986,prediabet
4354,35000,4385.699,7.624,Sehat
4355,3500,4258.554,-2.687,prediabet
4356,750,3402.588,-6.532,diabetes
4357,8500,3518.982,-9.105,diabetes
4358,650,4246.601,-0.199,prediabet
4359,35000,3325.684,-3.055,diabetes
4360,8000,3859.196,-4.047,prediabet
4361,3500,3506.762,-9.581,diabetes
4362,70000,3873.323,18.581,prediabet
4363,7500,3496.592,-9.419,diabetes
4364,950,3823.519,-8.46,diabetes
4365,8500,3097.109,-8.545,diabetes
4366,400,4231.112,2.15,prediabet
4367,450,3676.027,-6.773,diabetes
4368,350,5172.909,9.707,Sehat
4369,40000,3301.12,0.16,diabetes
4370,500,3701.558,-5.287,diabetes
4371,7000,4514.525,1.497,Sehat
4372,400,4238.254,2.091,prediabet
4373,3000,4590.876,1.721,Sehat
4374,750,3293.705,-7.971,diabetes
4375,5000,3728.707,-9.437,diabetes
4376,550,3469.548,-7.744,diabetes
4377,550,3844.04,-5.724,diabetes
4378,6000,3546.412,-9.455,diabetes
4379,8000,4090.78,-2.371,prediabet
4380,25000,3562.773,-6.788,diabetes
4381,600,3429.794,-8.154,diabetes
4382,550,3719.635,-6.558,diabetes
4383,8000,3344.705,-9.097,diabetes
4384,900,3823.519,-8.319,diabetes
4385,100000,3738.197,32.271,prediabet
4386,9000,3962.52,-3.391,prediabet
4387,950,4165.034,-1.439,prediabet
4388,5500,4015.215,-3.415,prediabet
4389,5500,3656.447,-10.543,diabetes
4390,2000,3577.448,-9.297,diabetes
4391,800,3752.233,-6.828,diabetes
4392,850,3691.904,-9.415,diabetes
4393,3500,3607.447,-10.751,diabetes
4394,75000,3490.415,14.177,diabetes
4395,700,4237.46,-0.527,prediabet
4396,5500,4061.374,-2.272,prediabet
4397,100000,3386.368,25.167,diabetes
4398,2500,4615.892,1.751,Sehat
4399,650,3540.81,-8.61,diabetes
4400,6000,3580.466,-9.777,diabetes
4401,950,4790.817,3.512,Sehat
4402,950,4748.809,3.461,Sehat
4403,10000,4464.47,1.562,Sehat
4404,10000,3879.498,-3.327,prediabet
4405,55000,3062.77,5.18,diabetes
4406,800,3679.428,-8.084,diabetes
4407,90000,2816.645,21.876,diabetes
4408,90000,3425.298,20.671,diabetes
4409,100000,4267.741,36.274,Sehat
4410,100000,3529.879,30.817,prediabet
4411,1500,4059.472,-3.006,prediabet
4412,300,4364.384,4.697,prediabet
4413,3500,3701.602,-8.549,diabetes
4414,70000,3330.633,13.035,diabetes
4415,600,3718.59,-6.954,diabetes
4416,300,4402.579,4.86,prediabet
4417,750,4087.332,-0.888,prediabet
4418,70000,2840.497,13.048,diabetes
4419,250,3852.646,-0.199,diabetes
4420,300,4470.33,4.803,prediabet
4421,100000,3474.102,26.995,diabetes
4422,550,3567.784,-7.736,diabetes
4423,4500,3868.971,-9.0,diabetes
4424,10000,3356.634,-8.674,diabetes
4425,950,3367.7,-9.622,diabetes
4426,55000,2974.256,7.432,diabetes
4427,3000,3069.34,-9.279,diabetes
4428,200,3832.173,1.255,diabetes
4429,7500,3581.808,-9.485,diabetes
4430,9500,3999.82,-2.233,prediabet
4431,25000,3714.109,-4.731,diabetes
4432,25000,3691.168,-5.564,diabetes
4433,30000,3802.844,-2.902,diabetes
4434,150,4600.349,12.533,prediabet
4435,60000,4368.066,18.216,Sehat
4436,950,4046.181,-1.501,prediabet
4437,6500,3462.404,-8.866,diabetes
4438,850,4814.215,3.821,Sehat
4439,250,4220.422,5.696,prediabet
4440,90000,3404.182,20.636,diabetes
4441,60000,3604.069,9.617,diabetes
4442,5000,3866.797,-8.361,diabetes
4443,750,3809.263,-6.415,diabetes
4444,15000,3971.812,-2.459,prediabet
4445,65000,4354.173,20.431,Sehat
4446,9500,4493.426,1.654,Sehat
4447,80000,3753.288,22.747,prediabet
4448,250,5427.104,13.407,Sehat
4449,65000,3549.446,11.736,diabetes
4450,3000,4590.446,1.748,Sehat
4451,40000,3566.447,0.993,diabetes
4452,150,4144.403,5.247,diabetes
4453,95000,4237.857,33.711,Sehat
